Distance (Km),Longitude,Latitude,MOLA 128ppd Elevation
53.505,74.213,21.063,-337
53.565,74.213,21.064,-337
53.625,74.213,21.065,-337
53.685,74.212,21.064,-337
53.745,74.212,21.063,-337
53.805,74.212,21.062,-366
53.865,74.212,21.061,-366
53.924,74.211,21.062,-366
53.984,74.211,21.063,-337
54.043,74.211,21.064,-276
54.102,74.21,21.064,-276
54.162,74.21,21.063,-276
54.222,74.21,21.062,-295
54.282,74.209,21.061,-295
54.341,74.209,21.062,-295
54.4,74.208,21.063,-276
54.46,74.208,21.064,-276
54.519,74.208,21.064,-276
54.58,74.208,21.063,-276
54.64,74.208,21.062,-295
54.7,74.208,21.061,-295
54.759,74.207,21.061,-295
54.818,74.207,21.062,-295
54.877,74.206,21.063,-276
54.936,74.206,21.063,-276
54.996,74.206,21.062,-295
55.056,74.206,21.061,-295
55.116,74.206,21.06,-295
55.175,74.206,21.061,-295
55.235,74.205,21.062,-295
55.294,74.205,21.063,-276
55.354,74.205,21.063,-276
55.414,74.205,21.062,-295
55.474,74.205,21.061,-295
55.534,74.205,21.06,-295
55.593,74.205,21.059,-295
55.652,74.204,21.06,-295
55.71,74.203,21.061,-295
55.769,74.203,21.062,-234
55.829,74.203,21.061,-234
55.889,74.203,21.06,-234
55.949,74.203,21.059,-234
56.008,74.202,21.058,-234
56.067,74.202,21.059,-234
56.126,74.201,21.06,-234
56.184,74.201,21.061,-234
56.241,74.2,21.061,-234
56.297,74.199,21.061,-234
56.355,74.198,21.06,-234
56.414,74.197,21.059,-234
56.473,74.197,21.058,-234
56.533,74.197,21.057,-234
56.593,74.197,21.056,-234
56.653,74.197,21.055,-234
56.709,74.196,21.056,-234
56.766,74.195,21.056,-181
56.823,74.194,21.057,-181
56.88,74.194,21.057,-181
56.938,74.193,21.058,-181
56.997,74.192,21.059,-181
57.057,74.192,21.059,-181
57.116,74.191,21.059,-181
57.175,74.191,21.058,-181
57.235,74.191,21.057,-181
57.295,74.191,21.056,-181
57.355,74.191,21.055,-181
57.412,74.19,21.054,-183
57.469,74.189,21.055,-181
57.526,74.188,21.055,-181
57.583,74.187,21.056,-133
57.64,74.186,21.056,-133
57.697,74.185,21.057,-133
57.755,74.185,21.057,-133
57.814,74.184,21.056,-133
57.874,74.184,21.055,-133
57.933,74.184,21.054,-135
57.993,74.184,21.053,-135
58.053,74.184,21.052,-135
58.113,74.184,21.051,-135
58.173,74.184,21.05,-135
58.232,74.185,21.049,-135
58.29,74.185,21.048,-135
58.351,74.185,21.047,-135
58.411,74.185,21.046,-132
58.471,74.185,21.045,-132
58.531,74.185,21.044,-132
58.588,74.186,21.044,-132
58.645,74.187,21.043,-132
58.701,74.188,21.043,-182
